vo_adv_1040009_000.m4a|HEY　YO！　私！　前途洋々！ニューフレンド！　自然とあがる抑揚！
vo_adv_1167001_138.m4a|『けっ！　ビギナーズラックでたまたま成功しただけで、なに調子乗ってやがるんだ？　浮かれてねえで、仕事に集中しろ！』と言われるような気が……いえ、きっとそうです！　間違いありません！
vo_adv_1167001_139.m4a|ふう……危ないところでした。ギリギリのところで我に返ることができて良かったです。
vo_adv_1167001_140.m4a|さあ、ということで、もっともっと工場のために働きますよ！もっとヒカリゴケを集めてきましょう！　いざ、エルフの森へ！
vo_adv_1167002_000.m4a|もぐもぐ……
vo_adv_1167002_001.m4a|あっ、その唐揚げ、美味しそうですね。
vo_adv_1167002_002.m4a|これですか？　母に教わった実家の味なんですよ。一家に代々伝わる手書きのレシピノートを受け継いで、毎日作ってるんです。
vo_adv_1167002_003.m4a|へえ～！　あの、良かったら……私の卵焼きと交換しませんか？卵焼きだけは、ちょっぴり自信あるんです。お砂糖をひとつまみ入れるのが、コツなんですよ。
vo_adv_1167002_004.m4a|いいんですか？　実は、狙ってたんです。その卵焼き！じゃあ、交換っこしましょう～！
vo_adv_1167002_005.m4a|喜んで～！　じゃあ遠慮なく、いただきま～す！
vo_adv_1167002_006.m4a|もぐもぐもぐもぐ…………
vo_adv_1167002_007.m4a|ひゃいいいっ！？だ、団長さん……！？
vo_adv_1167002_008.m4a|え、えっと、一人でご飯を食べながら、バイト仲間との楽しいランチのシミュレーションをしていました……
vo_adv_1167002_009.m4a|倉庫の片隅は静かで、集中するにはもってこいなんです……！たとえバイトの休憩中でも、ＢＢ団の活動は休めませんから……！
vo_adv_1167002_010.m4a|手作り弁当のおかずを交換し合うって、憧れますよね……！そんな時のために、料理の練習もしたほうがいいでしょうか。
vo_adv_1167002_011.m4a|ああ、ここでのアルバイトが終わるまでに叶えてみたいです……！バイト仲間と笑顔で語り合う楽しいランチのひととき……！
vo_adv_1167002_013.m4a|はっ！？ぴーひょろろろろろーー♪
vo_adv_1167002_015.m4a|ふう。うまくごまかせましたね……
vo_adv_1167002_017.m4a|ひいぃっ……気を抜くのが早すぎました……
vo_adv_1167002_019.m4a|は、はい……
vo_adv_1167002_021.m4a|ほほほほほほほほほほほ本当ですかっ！！？？
vo_adv_1167002_022.m4a|そんな！　私が！　ランチに！　誘われる！　だなんて！
vo_adv_1167002_024.m4a|たかがランチ！　されどランチ！ランチを甘く見てはいけませんよっ！
vo_adv_1167002_027.m4a|拝啓ミサト先生。バイト先で、ついにランチに誘われてしまいました。倉庫の片隅からこの私を連れ出してくれる一筋の光のようです。この喜びを、なんと言い表しましょうか……
vo_adv_1167002_030.m4a|今から楽しみで仕方ありません。何しろ生まれて初めての経験ですから。うまくいけば、私もバイト仲間として認めてもらえるかもしれません。ミサト先生、どうかうまくいくように祈ってください。かしこ。
vo_adv_1167002_031.m4a|ということで、謹んでランチに参加させていただきます！
vo_adv_1167002_032.m4a|ランチにふさわしいドレスコードなどはあるのでしょうか？ランドソルのランチの平均予算はいくらくらいなんでしょうか？あ、もしくは新入りの私が全額負担したほうがよろしいでしょうか？
vo_adv_1167002_033.m4a|やってしまいました……この喜びを誰かに伝えたくて、ミサト先生への手紙を考えていたら……
vo_adv_1167002_034.m4a|と、とにかく明日は、先輩たちとの初ランチ！ここで粗相でもしたら、バイト仲間の輪に一生入ることができません。気合いを入れていきましょう！　ゴー、ファイト！　ゴー、ＢＢ団ー！
vo_adv_1167002_035.m4a|えへへ……よ、よし……！いよいよランチですよ……！　準備は万全です……！
vo_adv_1167002_036.m4a|まあちょっと緊張しちゃって、昨日は一睡もできなかったり、あれから米粒一つ喉を通りませんでしたけど、大丈夫です……！
vo_adv_1167002_038.m4a|さ、あなたも行きましょう。いざ、憧れのランチへ……！
vo_adv_1167002_041.m4a|い、いきつけっ！？　そんな店を紹介してもらえるということは、私もバイト仲間入りへ一歩前進したんでしょうか……！
vo_adv_1167002_042.m4a|ちゅ、注文は、みなさんにお任せしてもいいですか……？通い慣れている方のおすすめをお願いできればと……
vo_adv_1167002_049.m4a|わああ……！幻の「いつものアレ」という注文を、生で見ることができるなんて……！
vo_adv_1167002_050.m4a|入店から着席、注文まで、なんてきれいな流れなんでしょう！まるでベルトコンベアのようです！
vo_adv_1167002_051.m4a|それに、試練の気配がするような、怖いお店じゃなくて良かったです……身構えすぎていたので、正直ちょっと拍子抜けしましたけど、何事もなくて安心しました……
vo_adv_1167002_052.m4a|ついにバイト仲間と笑顔で語り合う、楽しいランチのひとときが目の前に……！　し、幸せです……！
vo_adv_1167002_054.m4a|………………へっ？
vo_adv_1167002_058.m4a|ご、ごくり……！
vo_adv_1167003_000.m4a|わあああ～！いろんなおもちゃが売られてますね……！
vo_adv_1167003_001.m4a|これ、この前私たちが作った光るおもちゃですよ！残り少ないし、売れ行きがいいみたいです！　良かったあ……
vo_adv_1167003_002.m4a|他の工場が作ってるおもちゃもたくさん並んでて……どれもかっこいい……！
vo_adv_1167003_003.m4a|『だいじょぶマイフレンドくんＶ４』も、この子たちに負けないくらいかっこよくカスタマイズしたいです！
vo_adv_1167003_004.m4a|実は、子どもの頃にこういうおもちゃで遊んだことはなかったんですよ。なにせエルフの森ですからね。
vo_adv_1167003_005.m4a|『だいじょぶマイフレンドくん１号』をこしらえるまでは、植物に話しかけてましたから。
vo_adv_1167003_006.m4a|だから、売られているおもちゃを見るのって、すごく新鮮なんです。子どもの頃に遊んでたら、工場で働くことの感慨深さも違ったんだろうなあ。
vo_adv_1167003_009.m4a|あの親子……どうしたんでしょうか……？
vo_adv_1167003_016.m4a|あの子……欲しかったおもちゃを買ってもらえなくて……
vo_adv_1167003_017.m4a|え、あ、はい……！
vo_adv_1167004_000.m4a|……よしっ！！
vo_adv_1221001_000.m4a|すぅ～～～～……はぁ～～～～……
vo_adv_1221001_001.m4a|ふう……この森の香り、この自然成分……落ち着くな～早くみんなに会いたいな～♪　みんな、元気かな～？
vo_adv_1221001_002.m4a|私のこと、覚えてるかな～？　忘れてるかな～？忘れてたら……なんて挨拶しよう……
vo_adv_1221001_003.m4a|とりあえず、無難に「こんにちは！」とか？上品に「ごきげんよう」？　フランクな感じで「しゃっす！」とか？「前にどこかで会いませんでした？」……なんかもあり？
vo_adv_1221001_004.m4a|そ、それかもう思いきって……みんなが私のことを覚えてるのに賭ける？その場合だと、挨拶は……
vo_adv_1221001_005.m4a|み、みなさんっ。たっ……たたたた、ただぃ──
vo_adv_1221001_007.m4a|マスターーード！？
vo_adv_1221002_000.m4a|{player}さん、この間はお疲れさまでした！おかげさまでキャンプ講座は、アンケートを鵜呑みにしたら、反響も悪くないみたいですっ！
vo_adv_1221002_001.m4a|いや～いやいや、そんなそんな。上手いだなんて、そんなことはない……こともない、かもですけど？なーんちゃって！　あっはっはっは♪
